"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","description"
"8397",0.00628219558529963,0.287883247014715,0.381,0.214,1,"7","emc2","ER membrane protein complex subunit 2 [Source:NCBI gene;Acc:407073]"
"8398",0.00652124563436441,0.366625660463659,0.286,0.142,1,"7","usp7","ubiquitin specific peptidase 7 (herpes virus-associated) [Source:ZFIN;Acc:ZDB-GENE-030131-3656]"
"8399",0.0068494508505739,0.336021311826198,0.143,0.05,1,"7","arntl1a","aryl hydrocarbon receptor nuclear translocator-like 1a [Source:ZFIN;Acc:ZDB-GENE-000509-1]"
"8400",0.00688991118348569,0.263322667536474,0.286,0.143,1,"7","srsf9","serine and arginine rich splicing factor 9 [Source:ZFIN;Acc:ZDB-GENE-040426-2397]"
"8401",0.00692781258198406,0.292577590673348,0.143,0.048,1,"7","ggt5a","gamma-glutamyltransferase 5a [Source:ZFIN;Acc:ZDB-GENE-080226-1]"
"8402",0.00704070353258195,0.311602445764899,0.119,0.037,1,"7","ccndbp1","cyclin D-type binding-protein 1 [Source:NCBI gene;Acc:553373]"
"8403",0.00707898192316544,0.7085090035729,0.19,0.077,1,"7","zgc:152863","zgc:152863 [Source:ZFIN;Acc:ZDB-GENE-061103-463]"
"8404",0.00711446442333593,0.366246035172142,0.143,0.051,1,"7","nkrf","NFKB repressing factor [Source:ZFIN;Acc:ZDB-GENE-030616-73]"
"8405",0.00727845054950865,0.411687905548776,0.119,0.038,1,"7","tpgs2","tubulin polyglutamylase complex subunit 2 [Source:ZFIN;Acc:ZDB-GENE-040704-49]"
"8406",0.00742435826563013,0.464893199033845,0.333,0.19,1,"7","ddx39aa","DEAD (Asp-Glu-Ala-Asp) box polypeptide 39Aa [Source:ZFIN;Acc:ZDB-GENE-030131-4275]"
"8407",0.00746317540606077,0.276072525830585,0.262,0.125,1,"7","trappc2l","trafficking protein particle complex 2-like [Source:ZFIN;Acc:ZDB-GENE-040801-249]"
"8408",0.00772957078063358,0.283749951115566,0.214,0.096,1,"7","rbm22","RNA binding motif protein 22 [Source:NCBI gene;Acc:406495]"
"8409",0.00774053102816065,0.282864618346259,0.286,0.144,1,"7","ube2d3","ubiquitin-conjugating enzyme E2D 3 [Source:ZFIN;Acc:ZDB-GENE-030131-551]"
"8410",0.00780794527898356,0.290069387553957,0.238,0.113,1,"7","mrps36","mitochondrial ribosomal protein S36 [Source:ZFIN;Acc:ZDB-GENE-081104-343]"
"8411",0.00788545395949933,0.267081817485948,0.619,0.365,1,"7","vdac1","voltage-dependent anion channel 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6514]"
"8412",0.00789321385204205,0.320141435959263,0.167,0.066,1,"7","thoc3","THO complex 3 [Source:ZFIN;Acc:ZDB-GENE-040808-14]"
"8413",0.00790723142910233,0.301407036436681,0.286,0.144,1,"7","degs1","delta(4)-desaturase, sphingolipid 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5283]"
"8414",0.00800837477076359,0.280635265610259,0.143,0.051,1,"7","clip3","CAP-GLY domain containing linker protein 3 [Source:ZFIN;Acc:ZDB-GENE-131127-193]"
"8415",0.00805228907375835,0.274013989225713,0.19,0.078,1,"7","ythdc1","YTH domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041114-114]"
"8416",0.00810105501918639,0.290681398335494,0.119,0.037,1,"7","CR450808.2","C-C motif chemokine 5-like [Source:NCBI gene;Acc:101884623]"
"8417",0.0081102722861305,0.289035144699594,0.167,0.064,1,"7","sh3bp5la","SH3-binding domain protein 5-like, a [Source:ZFIN;Acc:ZDB-GENE-040426-2187]"
"8418",0.00820538233200246,0.454278614942256,0.167,0.066,1,"7","si:dkey-248g21.1","si:dkey-248g21.1 [Source:ZFIN;Acc:ZDB-GENE-131119-67]"
"8419",0.0082982570000456,0.359977064498329,0.19,0.079,1,"7","prpf4bb","pre-mRNA processing factor 4Bb [Source:ZFIN;Acc:ZDB-GENE-040426-2799]"
"8420",0.00833528085305208,0.382498040486667,0.214,0.096,1,"7","ssu72","SSU72 homolog, RNA polymerase II CTD phosphatase [Source:NCBI gene;Acc:393701]"
"8421",0.00845839130931248,0.250549422956375,0.143,0.05,1,"7","wdr26a","WD repeat domain 26a [Source:ZFIN;Acc:ZDB-GENE-111027-4]"
"8422",0.00848796729289887,0.282279826714445,0.119,0.038,1,"7","rsf1b.1","remodeling and spacing factor 1b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5829]"
"8423",0.00863581895942399,0.261522020223544,0.238,0.112,1,"7","ythdf1","YTH N(6)-methyladenosine RNA binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2786]"
"8424",0.00876277207002818,0.326758954477663,0.357,0.19,1,"7","rab39bb","RAB39B, member RAS oncogene family b [Source:ZFIN;Acc:ZDB-GENE-061215-104]"
"8425",0.00876511391648654,0.260892602217258,0.167,0.065,1,"7","prpf6","PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-2575]"
"8426",0.00880174339153535,0.454440445795791,0.167,0.067,1,"7","C20H1orf198","si:ch73-111k22.2 [Source:NCBI gene;Acc:568408]"
"8427",0.00881135287184427,0.359751288167259,0.262,0.126,1,"7","tent5ba","terminal nucleotidyltransferase 5ba [Source:ZFIN;Acc:ZDB-GENE-061110-129]"
"8428",0.00883041011338306,0.36078335408368,0.19,0.08,1,"7","fbrs","fibrosin [Source:ZFIN;Acc:ZDB-GENE-111207-1]"
"8429",0.00884461422219443,0.269460861171535,0.262,0.132,1,"7","ndel1a","nudE neurodevelopment protein 1-like 1a [Source:NCBI gene;Acc:394244]"
"8430",0.00888274343579212,0.252506087408902,0.143,0.051,1,"7","fbxo25","F-box protein 25 [Source:ZFIN;Acc:ZDB-GENE-040801-19]"
"8431",0.00910995913838803,0.807448455507305,0.214,0.095,1,"7","ift46","intraflagellar transport 46 homolog (Chlamydomonas) [Source:NCBI gene;Acc:565922]"
"8432",0.00914812516331277,0.302876577689468,0.262,0.131,1,"7","top1l","DNA topoisomerase I, like [Source:ZFIN;Acc:ZDB-GENE-060616-217]"
"8433",0.00920765320765436,0.683111561970966,0.19,0.082,1,"7","gyg1a","glycogenin 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2910]"
"8434",0.00934571947538471,0.310595703777251,0.143,0.052,1,"7","rnf146","ring finger protein 146 [Source:NCBI gene;Acc:334065]"
"8435",0.00935435680358739,0.337559052432694,0.119,0.039,1,"7","cetn2","centrin, EF-hand protein, 2 [Source:ZFIN;Acc:ZDB-GENE-091118-94]"
"8436",0.00984520386594256,0.262007219706149,0.167,0.068,1,"7","TADA1","transcriptional adaptor 1 [Source:HGNC Symbol;Acc:HGNC:30631]"
"8437",0.0098621022803452,0.319873839682741,0.238,0.113,1,"7","arglu1b","arginine and glutamate rich 1b [Source:NCBI gene;Acc:393131]"
"8438",0.00995746942050032,0.252526682417747,0.214,0.097,1,"7","psmg3","proteasome (prosome, macropain) assembly chaperone 3 [Source:ZFIN;Acc:ZDB-GENE-040718-262]"
"8439",1.54052338815185e-87,3.73033664463267,0.919,0.051,3.13681372295481e-83,"8","cacna1bb","calcium channel, voltage-dependent, N type, alpha 1B subunit, b [Source:ZFIN;Acc:ZDB-GENE-090514-4]"
"8440",1.13748743183512e-69,3.8903060718053,0.892,0.069,2.31615190870267e-65,"8","cdh13","cadherin 13, H-cadherin (heart) [Source:ZFIN;Acc:ZDB-GENE-060503-286]"
"8441",1.14161504323033e-67,3.96060615095824,0.865,0.067,2.32455655102559e-63,"8","kcnd3","potassium voltage-gated channel, Shal-related subfamily, member 3 [Source:ZFIN;Acc:ZDB-GENE-030131-5626]"
"8442",6.33402379675776e-60,3.63680559266092,0.784,0.061,1.28973392549582e-55,"8","BRSK2","BR serine/threonine kinase 2a [Source:NCBI gene;Acc:100334759]"
"8443",6.01891890271345e-57,3.42448353655239,0.946,0.105,1.22557226697051e-52,"8","kcnd2","potassium voltage-gated channel, Shal-related subfamily, member 2 [Source:ZFIN;Acc:ZDB-GENE-041210-70]"
"8444",8.53026050286042e-55,3.61728939987817,0.757,0.063,1.73693164359244e-50,"8","pitpnm3","PITPNM family member 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9216]"
"8445",8.3309651755413e-54,3.74548765152293,0.649,0.044,1.69635112904372e-49,"8","ryr1b","ryanodine receptor 1b (skeletal) [Source:ZFIN;Acc:ZDB-GENE-070705-417]"
"8446",4.32302850639857e-53,3.84291127862222,1,0.142,8.80255064472876e-49,"8","gpr139","G protein-coupled receptor 139 [Source:NCBI gene;Acc:798482]"
"8447",3.13416662239512e-51,3.90776239757801,0.919,0.118,6.38179007652095e-47,"8","adgrb1a","adhesion G protein-coupled receptor B1a [Source:ZFIN;Acc:ZDB-GENE-060607-12]"
"8448",2.82237802571459e-50,4.10655406149994,0.946,0.133,5.74692613596006e-46,"8","ak5","adenylate kinase 5 [Source:ZFIN;Acc:ZDB-GENE-030131-8256]"
"8449",8.53335036375019e-50,2.69038736376553,0.838,0.083,1.73756080106681e-45,"8","si:dkey-117i10.1","si:dkey-117i10.1 [Source:ZFIN;Acc:ZDB-GENE-091204-371]"
"8450",1.54682673966959e-48,3.54382750895192,0.892,0.114,3.14964860731521e-44,"8","ntrk3a","neurotrophic tyrosine kinase, receptor, type 3a [Source:ZFIN;Acc:ZDB-GENE-010126-3]"
"8451",9.68601509154917e-48,2.85271864175485,0.568,0.036,1.97226639294124e-43,"8","plekha7b","pleckstrin homology domain containing, family A member 7b [Source:ZFIN;Acc:ZDB-GENE-091014-2]"
"8452",2.26260528819516e-46,4.16625296335338,0.919,0.133,4.60711688782299e-42,"8","grid1b","glutamate receptor, ionotropic, delta 1b [Source:ZFIN;Acc:ZDB-GENE-121214-84]"
"8453",2.64672913702023e-46,2.98367832756741,0.622,0.048,5.38926986880059e-42,"8","syt6a","synaptotagmin VIa [Source:ZFIN;Acc:ZDB-GENE-090601-2]"
"8454",1.19991095626115e-45,3.02370343860098,0.676,0.058,2.44325868913896e-41,"8","oprl1","opiate receptor-like 1 [Source:ZFIN;Acc:ZDB-GENE-040312-4]"
"8455",2.93069745405432e-45,3.57901910114231,0.703,0.067,5.96748615594542e-41,"8","slc35f1","solute carrier family 35 member F1 [Source:ZFIN;Acc:ZDB-GENE-060503-463]"
"8456",1.01283316240441e-44,3.352382857994,0.919,0.129,2.06233088528787e-40,"8","lmo3","LIM domain only 3 [Source:NCBI gene;Acc:553774]"
"8457",2.39088267698715e-42,2.82099967123641,0.838,0.109,4.86831530688124e-38,"8","dpp6a","dipeptidyl-peptidase 6a [Source:ZFIN;Acc:ZDB-GENE-090918-4]"
"8458",1.34436963096958e-40,3.53513354434413,0.811,0.11,2.73740544258026e-36,"8","cntnap2a","contactin associated protein like 2a [Source:ZFIN;Acc:ZDB-GENE-120328-3]"
"8459",2.19504135465296e-40,2.45015045794575,0.405,0.02,4.46954320634435e-36,"8","camk2b2","calcium/calmodulin-dependent protein kinase (CaM kinase) II beta 2 [Source:ZFIN;Acc:ZDB-GENE-090312-34]"
"8460",4.94880433600181e-38,2.97066189152833,0.676,0.076,1.00767553889669e-33,"8","cacna1ha","calcium channel, voltage-dependent, T type, alpha 1H subunit a [Source:ZFIN;Acc:ZDB-GENE-130103-1]"
"8461",2.5183434061025e-36,2.32323621132025,0.243,0.006,5.12785084350592e-32,"8","LO018627.1","NULL"
"8462",1.06498761816329e-35,3.21421902833633,0.919,0.186,2.16852778810409e-31,"8","tenm3","Teneurin-3  [Source:UniProtKB/Swiss-Prot;Acc:Q9W7R4]"
"8463",1.49473540145908e-35,3.0618709181243,0.514,0.043,3.04358022445098e-31,"8","shisal1b","shisa like 1b [Source:ZFIN;Acc:ZDB-GENE-131121-331]"
"8464",4.83987958282372e-35,2.70524534087045,0.595,0.061,9.85496280654566e-31,"8","ngfra","nerve growth factor receptor a (TNFR superfamily, member 16) [Source:ZFIN;Acc:ZDB-GENE-050928-1]"
"8465",5.36589704229992e-35,2.85741308378632,0.919,0.167,1.09260395575311e-30,"8","CR392045.1","potassium channel subfamily T member 2-like [Source:NCBI gene;Acc:565691]"
"8466",1.3802257533837e-33,2.58783572304983,0.595,0.066,2.81041567903989e-29,"8","ntng2a","netrin g2a [Source:ZFIN;Acc:ZDB-GENE-081105-186]"
"8467",2.09265263274924e-33,2.85791506367537,0.973,0.238,4.26105929080401e-29,"8","si:dkey-178k16.1","si:dkey-178k16.1 [Source:ZFIN;Acc:ZDB-GENE-090312-61]"
"8468",5.92306980543716e-33,2.45014089026378,0.405,0.027,1.20605547378311e-28,"8","UNC13B","unc-13 homolog Bb (C. elegans) [Source:NCBI gene;Acc:100329499]"
"8469",4.37647308444142e-31,3.24220337665843,0.514,0.051,8.91137449453962e-27,"8","st6galnac5a","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5a [Source:ZFIN;Acc:ZDB-GENE-070705-488]"
"8470",5.84708277617821e-31,2.73830922870363,0.784,0.138,1.19058299488541e-26,"8","rims3","regulating synaptic membrane exocytosis 3 [Source:ZFIN;Acc:ZDB-GENE-060503-788]"
"8471",1.71220865740951e-30,2.95169788078316,0.811,0.155,3.48639926821724e-26,"8","gria4b","glutamate receptor, ionotropic, AMPA 4b [Source:ZFIN;Acc:ZDB-GENE-030131-8013]"
"8472",1.98289243341028e-30,1.77348037557193,0.243,0.008,4.03756557291001e-26,"8","samd10a","sterile alpha motif domain containing 10a [Source:ZFIN;Acc:ZDB-GENE-080204-53]"
"8473",2.66459271538083e-30,2.94771744885096,0.73,0.119,5.42564368705844e-26,"8","cdh4","cadherin 4, type 1, R-cadherin (retinal) [Source:ZFIN;Acc:ZDB-GENE-991207-1]"
"8474",3.58678280356562e-30,3.20184567594836,0.676,0.101,7.30340714462032e-26,"8","CABP7","calcium-binding protein 7-like [Source:NCBI gene;Acc:100329495]"
"8475",1.56149550052339e-28,3.14876488782813,0.649,0.095,3.17951713816572e-24,"8","lef1","lymphoid enhancer-binding factor 1 [Source:ZFIN;Acc:ZDB-GENE-990714-26]"
"8476",1.87873261099018e-28,2.30670126233775,0.432,0.038,3.8254753424982e-24,"8","CR381531.2","inactive dipeptidyl peptidase 10-like [Source:NCBI gene;Acc:101886435]"
"8477",4.31923708676353e-28,2.2116463777619,0.486,0.045,8.7948305560679e-24,"8","kiss1","KiSS-1 metastasis suppressor [Source:ZFIN;Acc:ZDB-GENE-080128-1]"
"8478",4.61486614993422e-28,2.74775350892247,0.568,0.073,9.39679045449607e-24,"8","epha6","eph receptor A6 [Source:ZFIN;Acc:ZDB-GENE-090311-43]"
"8479",1.22354306590766e-27,2.84647072094983,0.459,0.046,2.49137839080119e-23,"8","klhdc8b","kelch domain containing 8B [Source:ZFIN;Acc:ZDB-GENE-090313-174]"
"8480",2.10999526103014e-27,2.27293167354213,0.243,0.01,4.29637235050957e-23,"8","gpc5c","glypican 5c [Source:ZFIN;Acc:ZDB-GENE-141112-1]"
"8481",3.23202351861075e-27,2.33616335340543,0.541,0.063,6.58104628859521e-23,"8","zfhx4","zinc finger homeobox 4 [Source:ZFIN;Acc:ZDB-GENE-070530-3]"
"8482",4.31613946606228e-27,2.90818626412626,0.486,0.053,8.78852318079602e-23,"8","prkcq","protein kinase C, theta [Source:ZFIN;Acc:ZDB-GENE-041210-195]"
"8483",4.50337854112899e-27,2.03640983163151,0.27,0.013,9.16977938544685e-23,"8","si:ch211-39a7.1","si:ch211-39a7.1 [Source:ZFIN;Acc:ZDB-GENE-060503-606]"
"8484",3.77786272802439e-26,2.52050324563412,0.432,0.042,7.69248408680326e-22,"8","bcam","basal cell adhesion molecule (Lutheran blood group) [Source:ZFIN;Acc:ZDB-GENE-060929-620]"
"8485",1.15907719288288e-25,2.2345327755829,0.811,0.166,2.36011298014811e-21,"8","zgc:77784","zgc:77784 [Source:ZFIN;Acc:ZDB-GENE-040426-1874]"
"8486",1.45079954761633e-25,2.56767333472193,0.892,0.216,2.95411803885637e-21,"8","nrxn2a","neurexin 2a [Source:ZFIN;Acc:ZDB-GENE-070206-5]"
"8487",1.65770883526552e-25,1.97918061564706,0.378,0.032,3.37542673036766e-21,"8","tbc1d1","TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1 [Source:ZFIN;Acc:ZDB-GENE-060710-1]"
"8488",2.68327930646349e-25,2.65609262279234,0.622,0.098,5.46369332382095e-21,"8","vav3b","vav 3 guanine nucleotide exchange factor b [Source:ZFIN;Acc:ZDB-GENE-070912-251]"
"8489",2.7362071239713e-25,2.83315127943163,0.892,0.266,5.57146494583036e-21,"8","cacna1ba","calcium channel, voltage-dependent, N type, alpha 1B subunit, a [Source:ZFIN;Acc:ZDB-GENE-060531-44]"
"8490",6.77661720353956e-25,3.04986183678175,0.838,0.226,1.37985479498473e-20,"8","iqsec3a","IQ motif and Sec7 domain ArfGEF 3a [Source:ZFIN;Acc:ZDB-GENE-041210-343]"
"8491",8.19981646926933e-25,1.88413014227247,0.568,0.075,1.66964662947262e-20,"8","csrp2","cysteine and glycine-rich protein 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1863]"
"8492",7.14527784497791e-24,2.67070323687936,0.541,0.078,1.4549214747944e-19,"8","adcy5","adenylate cyclase 5 [Source:ZFIN;Acc:ZDB-GENE-081104-470]"
"8493",1.34556418658522e-23,2.79933540931381,0.514,0.071,2.73983779672482e-19,"8","ENSDARG00000087599",NA
"8494",3.02230649508753e-23,2.14500412017352,0.865,0.225,6.15402048529723e-19,"8","tcf7l2","transcription factor 7 like 2 [Source:ZFIN;Acc:ZDB-GENE-991110-8]"
"8495",3.71447505229864e-23,2.45448942344211,0.838,0.197,7.5634141014905e-19,"8","pcdh1b","protocadherin 1b [Source:ZFIN;Acc:ZDB-GENE-091015-2]"
"8496",4.57210323169601e-23,2.34778811722296,0.514,0.072,9.30971660037941e-19,"8","gria1b","glutamate receptor, ionotropic, AMPA 1b [Source:ZFIN;Acc:ZDB-GENE-020125-2]"
"8497",1.2065974195731e-22,2.95029758171096,0.351,0.032,2.45687366573474e-18,"8","glis1b","GLIS family zinc finger 1b [Source:ZFIN;Acc:ZDB-GENE-081105-172]"
"8498",1.29976547906125e-22,2.262923915168,0.595,0.099,2.64658246846452e-18,"8","kcnd1","potassium voltage-gated channel, Shal-related subfamily, member 1 [Source:ZFIN;Acc:ZDB-GENE-081105-40]"
"8499",3.28584093530573e-22,2.1210920344168,0.378,0.038,6.69062931246952e-18,"8","metrn","meteorin, glial cell differentiation regulator [Source:ZFIN;Acc:ZDB-GENE-050102-1]"
"8500",3.97956931245009e-22,2.13451865188552,0.649,0.12,8.10319903401088e-18,"8","ptprub","protein tyrosine phosphatase receptor type Ub [Source:NCBI gene;Acc:335096]"
"8501",1.6238194894147e-21,2.51089436452573,0.486,0.069,3.30642124434622e-17,"8","namptb","nicotinamide phosphoribosyltransferase b [Source:ZFIN;Acc:ZDB-GENE-030131-2931]"
"8502",3.81096468500388e-21,2.83909156118253,0.541,0.09,7.75988629160491e-17,"8","cpne9","copine family member IX [Source:ZFIN;Acc:ZDB-GENE-090311-49]"
"8503",5.06343607938907e-21,2.45048465926708,0.892,0.316,1.0310168544852e-16,"8","plxna1a","plexin A1a [Source:ZFIN;Acc:ZDB-GENE-140106-137]"
"8504",5.46609556206917e-21,2.73632583315911,0.703,0.16,1.11300637834852e-16,"8","nrg3b","neuregulin 3b [Source:ZFIN;Acc:ZDB-GENE-130603-38]"
"8505",1.45956331529996e-20,2.24203754514286,0.486,0.071,2.97196282261378e-16,"8","zfhx3","zinc finger homeobox 3 [Source:ZFIN;Acc:ZDB-GENE-030131-7577]"
"8506",2.52224098720947e-20,2.07098159807779,0.486,0.068,5.13578709815593e-16,"8","ppp1r14ab","protein phosphatase 1, regulatory (inhibitor) subunit 14Ab [Source:ZFIN;Acc:ZDB-GENE-040426-1783]"
"8507",2.56074061094856e-20,2.13493643766181,0.622,0.117,5.21418003201345e-16,"8","rgma","repulsive guidance molecule BMP co-receptor a [Source:ZFIN;Acc:ZDB-GENE-040527-1]"
"8508",2.96665639151668e-20,2.61319795635485,0.568,0.107,6.04070574440627e-16,"8","ppp3ccb","protein phosphatase 3, catalytic subunit, gamma isozyme, b [Source:ZFIN;Acc:ZDB-GENE-070112-1102]"
"8509",3.50862706534335e-20,2.21935014847359,0.73,0.186,7.14426643045213e-16,"8","caskin1","CASK interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-071115-3]"
"8510",7.88897414346008e-20,2.29131945399953,0.27,0.021,1.60635291509134e-15,"8","sez6l","seizure related 6 homolog (mouse)-like [Source:ZFIN;Acc:ZDB-GENE-091204-162]"
"8511",9.14502539658931e-20,2.64685691246112,0.622,0.128,1.86211007125352e-15,"8","igsf21a","immunoglobin superfamily, member 21a [Source:ZFIN;Acc:ZDB-GENE-050809-118]"
"8512",2.59549392009572e-19,2.47064763197316,0.919,0.383,5.2849447200989e-15,"8","adgrl1a","adhesion G protein-coupled receptor L1a [Source:ZFIN;Acc:ZDB-GENE-131127-267]"
"8513",3.17353380629988e-19,2.53833930995372,0.649,0.146,6.46194953638782e-15,"8","baiap2a","BAR/IMD domain containing adaptor protein 2a [Source:ZFIN;Acc:ZDB-GENE-060421-2756]"
"8514",7.0605229075349e-19,2.05395354500136,0.27,0.022,1.43766367443226e-14,"8","pdlim7","PDZ and LIM domain 7 [Source:NCBI gene;Acc:393813]"
"8515",1.58295117233827e-18,2.89544794608785,0.514,0.094,3.22320517711518e-14,"8","pcdh17","protocadherin 17 [Source:ZFIN;Acc:ZDB-GENE-090608-3]"
"8516",1.97091151645655e-18,1.83960126607313,0.73,0.179,4.01317002980882e-14,"8","adgrb2","adhesion G protein-coupled receptor B2 [Source:ZFIN;Acc:ZDB-GENE-060503-573]"
"8517",2.75304360223368e-18,2.03321049728896,0.973,0.557,5.60574738286822e-14,"8","gabbr2","gamma-aminobutyric acid (GABA) B receptor, 2 [Source:ZFIN;Acc:ZDB-GENE-060503-620]"
"8518",2.99699005527429e-18,2.48779276185805,0.811,0.283,6.1024711505495e-14,"8","slc24a3","solute carrier family 24 member 3 [Source:ZFIN;Acc:ZDB-GENE-090312-67]"
"8519",4.17464974740602e-18,2.25201225004016,0.351,0.041,8.50042181566814e-14,"8","galnt18a","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 18a [Source:ZFIN;Acc:ZDB-GENE-080723-30]"
"8520",6.42603895395156e-18,2.15813390084765,0.865,0.327,1.30847005180362e-13,"8","agrn","agrin [Source:ZFIN;Acc:ZDB-GENE-030131-1033]"
"8521",9.04143261664584e-18,2.01595801974083,0.541,0.099,1.84101650940143e-13,"8","gulp1b","GULP PTB domain containing engulfment adaptor 1b [Source:ZFIN;Acc:ZDB-GENE-120228-2]"
"8522",1.3371164467745e-17,2.17678314261109,0.784,0.225,2.72263650892223e-13,"8","cnih3","cornichon family AMPA receptor auxiliary protein 3 [Source:ZFIN;Acc:ZDB-GENE-041001-180]"
"8523",1.42736392779541e-17,1.9518029617456,0.432,0.066,2.90639842977702e-13,"8","raver2","ribonucleoprotein, PTB-binding 2 [Source:ZFIN;Acc:ZDB-GENE-090713-1]"
"8524",3.63580499255834e-17,1.4100745255721,0.189,0.011,7.4032261258473e-13,"8","KCNK12","potassium two pore domain channel subfamily K member 12 [Source:HGNC Symbol;Acc:HGNC:6274]"
"8525",5.30440848738897e-17,2.06830400288835,0.919,0.45,1.08008365620214e-12,"8","ptprn2","protein tyrosine phosphatase receptor type N2 [Source:ZFIN;Acc:ZDB-GENE-030131-3758]"
"8526",7.59679887376438e-17,1.85059505000795,0.838,0.276,1.5468601866759e-12,"8","dpp6b","dipeptidyl-peptidase 6b [Source:ZFIN;Acc:ZDB-GENE-070705-88]"
"8527",1.04071955442389e-16,2.20161257500724,0.514,0.102,2.11911315671793e-12,"8","pcdh9","protocadherin 9 [Source:ZFIN;Acc:ZDB-GENE-091015-1]"
"8528",1.9699485902785e-16,2.3702256048709,0.405,0.061,4.01120931952509e-12,"8","gpc1b","glypican 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1306]"
"8529",3.67940300042941e-16,1.36980345027329,0.162,0.008,7.49200038947437e-12,"8","si:dkey-13p1.4","si:dkey-13p1.4 [Source:ZFIN;Acc:ZDB-GENE-131127-57]"
"8530",6.40485716477483e-16,1.53922484476489,0.216,0.017,1.30415701589145e-11,"8","doc2a","double C2-like domains, alpha [Source:ZFIN;Acc:ZDB-GENE-090706-1]"
"8531",7.77219131993299e-16,1.7695822898228,0.892,0.345,1.58257359656475e-11,"8","celf2","cugbp, Elav-like family member 2 [Source:NCBI gene;Acc:373117]"
"8532",8.27569925114173e-16,1.85202502260121,0.486,0.092,1.68509788151748e-11,"8","sema6ba","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6Ba [Source:ZFIN;Acc:ZDB-GENE-131024-1]"
"8533",9.04339640483735e-16,2.71027964873936,0.595,0.158,1.84141637595298e-11,"8","b4galnt4b","beta-1,4-N-acetyl-galactosaminyl transferase 4b [Source:ZFIN;Acc:ZDB-GENE-100422-5]"
"8534",1.16605239015342e-15,1.86168752611924,0.459,0.086,2.3743158768304e-11,"8","gnai3","guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3 [Source:ZFIN;Acc:ZDB-GENE-070713-6]"
"8535",2.53640014691464e-15,1.80063990386115,0.514,0.107,5.16461797914759e-11,"8","atrnl1a","attractin-like 1a [Source:ZFIN;Acc:ZDB-GENE-081028-60]"
"8536",3.46672141573429e-15,2.17020057637302,0.622,0.169,7.05893814671815e-11,"8","lrp8","low density lipoprotein receptor-related protein 8, apolipoprotein e receptor [Source:ZFIN;Acc:ZDB-GENE-050506-134]"
"8537",3.62197458089967e-15,1.67990672191213,0.27,0.029,7.3750646416279e-11,"8","il1rapl1a","interleukin 1 receptor accessory protein-like 1a [Source:NCBI gene;Acc:568868]"
"8538",3.68788963064687e-15,1.98694612631484,0.919,0.584,7.50928086592315e-11,"8","kcnma1a","potassium large conductance calcium-activated channel, subfamily M, alpha member 1a [Source:ZFIN;Acc:ZDB-GENE-070202-9]"
"8539",4.80041920624801e-15,1.42133234008157,0.216,0.018,9.7746135877622e-11,"8","cacna2d1a","calcium channel, voltage-dependent, alpha 2/delta subunit 1a [Source:ZFIN;Acc:ZDB-GENE-041210-215]"
"8540",1.12656865833639e-14,2.32706906124308,0.514,0.114,2.29391910210456e-10,"8","cadm1b","cell adhesion molecule 1b [Source:ZFIN;Acc:ZDB-GENE-080327-34]"
"8541",1.31453563632458e-14,1.55827711994795,1,0.748,2.67665746268411e-10,"8","msi2b","musashi RNA-binding protein 2b [Source:ZFIN;Acc:ZDB-GENE-040426-1268]"
"8542",1.41722381625824e-14,2.03257704082925,0.703,0.235,2.88575113466503e-10,"8","camk2b1","calcium/calmodulin-dependent protein kinase (CaM kinase) II beta 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9588]"
"8543",2.1636341705564e-14,2.11950017845614,0.541,0.131,4.40559189808694e-10,"8","kcnn1a","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1a [Source:ZFIN;Acc:ZDB-GENE-070912-703]"
"8544",3.34571129415497e-14,2.28017730466913,0.432,0.083,6.81253733715836e-10,"8","fndc5b","fibronectin type III domain containing 5b [Source:NCBI gene;Acc:555635]"
"8545",3.97100733696968e-14,1.97516619374326,0.378,0.062,8.08576513953765e-10,"8","alcama","activated leukocyte cell adhesion molecule a [Source:NCBI gene;Acc:30194]"
